id,df_id,dl_id,municipio_id
1534,4,7,4
1535,4,7,4
1536,4,7,4
1537,4,7,4
1538,4,7,4
1539,4,7,4
1540,4,7,4
1541,4,7,4
1542,4,7,4
1543,4,7,4
1544,4,7,4
1545,4,7,4
1546,4,7,4
1547,4,7,4
1548,4,7,4
1549,4,7,4
1550,4,7,4
1551,4,7,4
1552,4,7,4
1553,4,7,4
1554,4,7,4
1555,4,7,4
1556,4,7,4
1557,4,7,4
1558,4,7,4
1559,4,7,4
1560,4,7,4
1561,4,7,4
1562,4,7,4
1563,4,7,4
1564,4,7,4
1565,4,7,4
1566,4,7,4
1567,4,7,4
1568,4,7,4
1569,4,7,4
1570,4,7,4
1571,4,7,4
1572,4,7,4
1573,4,7,4
1574,4,7,4
1575,4,7,4
1576,4,7,4
1577,4,7,4
1578,4,7,4
1579,4,7,4
1580,4,7,4
1581,4,7,4
1582,4,7,4
1583,4,7,4
1584,4,7,4
1585,4,7,4
1586,4,7,4
1587,4,7,4
1588,4,7,4
1589,4,7,4
1590,4,7,4
1591,4,7,4
1592,4,7,4
1593,4,7,4
1594,4,7,4
1595,4,7,4
1596,4,7,4
1597,4,7,4
1598,4,7,4
1599,4,7,4
1600,4,7,4
1601,4,7,4
1602,4,7,4
1603,4,7,4
1604,4,7,4
1605,4,7,4
1606,4,7,4
1607,4,7,4
1608,4,7,4
1609,4,7,4
1610,4,7,4
1611,4,7,4
1612,4,7,4
1613,4,7,4
1614,4,7,4
1615,4,7,4
1616,4,7,4
1617,4,7,4
1618,4,7,4
1619,4,7,4
1620,4,7,4
1621,4,7,4
1622,4,7,4
1623,4,7,4
1624,4,7,4
1625,4,7,4
1626,4,7,4
1627,4,7,4
1628,4,7,4
1629,4,7,4
1630,4,7,4
1631,4,7,4
1632,4,7,4
1633,4,7,4
1634,4,7,4
1635,4,7,4
1636,4,7,4
1637,4,7,4
1638,4,7,4
1639,4,7,4
1640,4,7,4
1641,4,7,4
1642,2,3,2
1643,2,3,2
1644,2,3,2
1645,2,3,2
1646,2,3,2
1647,2,3,2
1648,2,3,2
1649,2,3,2
1650,2,3,2
1651,2,3,2
1652,2,3,2
1653,2,3,2
1654,2,3,2
1655,2,3,2
1656,2,3,2
1657,2,3,2
1658,2,5,2
1659,2,3,2
1660,2,5,2
1661,2,3,2
1662,7,5,2
1663,7,5,2
1664,7,5,2
1665,7,5,2
1666,7,5,2
1667,7,5,2
1668,7,5,2
1669,7,5,2
1670,7,5,2
1671,7,5,2
1672,7,5,2
1673,7,5,2
1674,7,5,2
1675,7,5,2
1676,7,5,2
1677,7,5,2
1678,8,13,4
1679,8,13,4
1680,8,13,4
1681,8,13,4
1682,8,13,4
1683,8,13,4
1684,8,13,4
1685,8,13,4
1686,8,13,4
1687,8,13,4
1688,8,13,4
1689,8,13,4
1690,8,13,4
1691,8,13,4
1692,8,13,4
1693,8,13,4
1694,8,13,4
1695,8,13,4
1696,8,13,4
1697,8,13,4
1698,8,13,4
1699,8,13,4
1700,8,13,4
1701,4,14,4
1702,4,14,4
1703,8,14,4
1704,4,14,4
1705,4,14,4
1706,9,14,4
1707,4,14,4
1708,9,14,4
