id,df_id,dl_id,municipio_id
1709,4,14,4
1710,4,14,4
1711,4,14,4
1712,4,14,4
1713,9,14,4
1714,9,14,4
1715,8,14,4
1716,9,14,4
1717,4,14,4
1718,9,14,4
1719,9,14,4
1720,9,14,4
1721,9,14,4
1722,9,14,4
1723,9,14,4
1724,9,14,4
1725,9,14,4
1726,9,14,4
1727,9,14,4
1728,9,14,4
1729,9,14,4
1730,9,14,4
1731,9,14,4
1732,9,14,4
1733,9,14,4
1734,9,14,4
1735,9,14,4
1736,9,14,4
1737,9,14,4
1738,4,14,4
1739,4,14,4
1740,4,14,4
1741,4,6,4
1742,4,14,4
1743,4,14,4
1744,4,6,4
1745,4,14,4
1746,4,14,4
1747,4,6,4
1748,4,14,4
1749,4,14,4
1750,4,14,4
1751,4,6,4
1752,4,14,4
1753,4,14,4
1754,4,14,4
1755,4,14,4
1756,9,14,4
1757,4,14,4
1758,4,14,4
1759,4,14,4
1760,9,14,4
1761,4,14,4
1762,4,14,4
1763,4,14,4
1764,4,14,4
1765,4,14,4
1766,4,14,4
1767,4,14,4
1768,4,14,4
1769,4,14,4
1770,4,14,4
1771,4,14,4
1772,4,14,4
1773,4,14,4
1774,9,14,4
1776,4,14,4
1777,4,14,4
1778,4,14,4
1779,4,14,4
1780,9,14,4
1781,4,14,4
1782,4,14,4
1783,9,14,4
1784,9,14,4
1785,9,14,4
1787,8,13,4
1788,8,13,4
1789,8,14,4
1790,8,13,4
1791,8,14,4
1792,8,13,4
1793,8,14,4
1794,8,14,4
1795,8,14,4
1796,8,14,4
1797,8,14,4
1798,8,14,4
1799,8,14,4
1800,9,14,4
1801,8,14,4
1802,8,14,4
1803,8,14,4
1804,9,14,4
1805,9,14,4
1806,9,14,4
1808,1,5,2
1809,1,5,2
1810,1,5,2
1811,1,5,2
1812,1,5,2
1813,1,5,2
1814,1,5,2
1815,1,5,2
1816,1,1,2
1817,1,5,2
1818,1,5,2
1819,1,5,2
1820,1,1,2
1821,1,1,2
1822,1,5,2
1823,1,5,2
1824,1,5,2
1825,1,5,2
1826,1,5,2
1827,1,5,2
1828,1,5,2
1829,1,5,2
1830,1,1,2
1831,1,5,2
1832,1,5,2
1833,1,5,2
1834,1,5,2
1835,1,5,2
1836,1,5,2
1837,1,5,2
1838,1,5,2
1839,1,5,2
1840,1,1,2
1841,1,1,2
1842,1,1,2
1843,1,1,2
1844,1,1,2
1845,1,1,2
1846,1,1,2
1847,3,16,1
1848,3,16,1
1849,3,16,1
1850,3,16,1
1851,3,16,1
1852,3,16,1
1853,3,17,1
1854,3,16,1
1855,3,16,1
1856,3,16,1
1857,3,16,1
1858,3,16,1
1859,3,17,1
1860,3,16,1
1861,3,17,1
1862,3,16,1
1863,3,16,1
1864,3,16,1
1865,3,16,1
1866,3,16,1
1867,3,16,1
1868,8,12,4
1869,8,12,4
1870,8,12,4
1871,8,12,4
1872,8,12,4
1873,8,12,4
1874,8,12,4
1875,8,12,4
1876,8,12,4
1877,8,12,4
1878,8,12,4
1879,8,12,4
1880,8,12,4
1881,8,12,4
1882,8,12,4
1883,8,12,4
1884,8,12,4
1885,8,12,4
1886,8,12,4
1887,8,12,4
1888,8,12,4
1889,8,12,4
1890,8,12,4
1891,8,14,4
1892,8,12,4
1893,8,12,4
1894,8,12,4
1895,8,12,4
1896,8,12,4
1897,8,12,4
1898,8,12,4
1899,8,12,4
1900,8,12,4
1901,8,12,4
1902,8,12,4
1903,8,12,4
1904,8,12,4
1905,8,12,4
1906,8,12,4
1907,8,12,4
1908,8,12,4
1909,8,12,4
1910,8,12,4
1911,8,12,4
1912,8,12,4
1913,8,12,4
1914,8,12,4
1915,8,14,4
1916,8,14,4
1917,8,12,4
1918,8,14,4
1919,8,14,4
1920,8,14,4
1921,8,14,4
1922,8,12,4
1923,8,14,4
1924,8,14,4
1925,8,14,4
1926,8,14,4
1927,8,14,4
1928,8,14,4
1929,8,14,4
1930,8,14,4
1931,8,14,4
1932,8,12,4
1933,8,14,4
1934,8,14,4
1935,8,14,4
1936,8,14,4
1937,9,14,4
1938,9,14,4
1939,9,14,4
1940,9,14,4
1941,9,14,4
1942,9,14,4
1943,1,2,2
1944,1,1,2
1945,1,2,2
1946,1,2,2
1947,1,1,2
1948,1,1,2
1949,1,1,2
1950,1,1,2
1951,1,1,2
1952,1,1,2
1953,2,5,2
1954,2,5,2
1955,2,4,2
1956,7,5,2
1957,2,4,2
1958,2,5,2
1959,2,4,2
1960,2,4,2
1961,2,5,2
1962,2,4,2
1963,2,5,2
1964,2,5,2
1965,2,5,2
1966,2,5,2
1967,2,5,2
1968,2,5,2
1969,7,5,2
1970,9,6,3
1971,9,6,3
1973,9,6,3
1976,7,16,1
1977,7,16,1
1978,7,16,1
1979,7,16,1
1980,7,16,1
1981,7,16,1
1982,7,16,1
1983,3,17,1
1984,3,17,1
1985,3,17,1
1986,3,17,1
1987,3,17,1
1988,3,17,1
1989,3,17,1
1990,3,17,1
1991,4,8,4
1992,4,8,4
1993,4,8,4
1994,4,8,4
1995,4,8,4
1996,4,8,4
1997,4,8,4
1998,4,8,4
1999,4,8,4
2000,9,6,4
2001,9,6,4
2002,9,6,4
2003,9,6,4
2004,9,6,4
2005,9,6,4
2006,9,6,4
2007,9,6,4
2008,9,6,4
2009,9,6,4
2010,9,6,4
2011,9,6,4
2012,9,6,4
2013,9,6,4
2014,9,6,4
2015,9,6,4
2016,9,6,4
2017,4,7,4
2018,4,7,4
2019,9,6,4
2020,4,7,4
2021,9,6,4
2022,9,6,4
2023,9,6,4
2024,9,6,4
2025,9,6,4
2026,9,6,4
2027,9,6,4
2028,4,6,4
2029,9,6,4
2030,4,6,4
2031,4,6,4
2032,4,6,4
2033,4,6,4
2034,3,16,1
2035,3,16,1
2036,3,17,1
2037,3,17,1
2038,6,11,4
2039,6,11,4
2040,6,11,4
2041,6,11,4
2042,6,11,4
2043,6,11,4
2044,9,6,3
2045,9,6,3
2046,9,6,3
2047,9,6,3
2048,8,12,4
2049,8,12,4
2050,8,13,4
2051,8,13,4
2052,8,12,4
2053,8,12,4
2054,1,1,2
2055,1,1,2
2056,1,1,2
2057,1,1,2
2058,4,8,4
2059,4,8,4
2060,4,8,4
2061,4,8,4
2062,4,8,4
2063,4,8,4
2064,5,10,4
2065,5,10,4
2066,5,9,4
2067,5,9,4
2068,5,8,4
2069,5,8,4
2070,5,8,4
2071,5,8,4
2072,5,8,4
2073,5,8,4
2074,5,8,4
2075,9,15,5
2076,9,15,5
2077,9,15,5
2078,9,15,5
2079,9,15,5
2080,9,15,5
2081,8,12,4
2082,8,12,4
2083,8,12,4
2084,8,12,4
2085,8,12,4
2086,8,13,4
2087,8,13,4
2088,8,13,4
2089,1,2,2
2090,1,2,2
2091,1,2,2
2092,1,2,2
2093,1,2,2
2094,1,2,2
2095,1,2,2
2096,2,4,2
2097,2,4,2
2098,2,4,2
2099,2,4,2
2100,2,4,2
2101,2,4,2
2102,2,4,2
2103,3,17,1
2104,3,17,1
2105,3,17,1
2106,3,17,1
2107,3,17,1
2108,9,14,4
2109,9,14,4
2110,9,14,4
2111,9,14,4
2112,9,14,4
2113,9,14,4
2114,9,14,4
2115,9,14,4
2116,9,14,4
2117,9,14,4
2118,9,14,4
2119,9,14,4
2120,9,14,4
2121,9,14,4
2122,9,14,4
2123,9,14,4
2124,9,14,4
2125,9,14,4
2126,5,8,4
2127,5,8,4
2128,5,8,4
2129,5,8,4
2130,6,11,4
2131,6,11,4
2132,6,11,4
2133,6,11,4
2134,6,11,4
2135,6,11,4
2136,6,11,4
2137,6,11,4
2138,6,11,4
2139,6,11,4
2140,7,16,1
2141,7,16,1
2142,7,16,1
2143,7,16,1
2144,7,16,1
2145,7,16,1
2146,7,16,1
2147,8,13,4
2148,8,13,4
2149,8,13,4
2150,8,13,4
2151,8,13,4
2152,8,13,4
2153,8,13,4
2154,8,13,4
2155,8,13,4
2156,8,13,4
2157,8,13,4
2158,8,13,4
2159,5,13,4
2160,5,13,4
2161,9,15,5
2162,9,15,5
2163,9,15,5
