casilla_id,municipio,df,dl,casilla,ubicación,capturista_id,id
482,6,3,17,191 C1,"ESCUELA PRIMARIA RURAL FEDERAL MARGARITA MAZA DE JUÁREZ, CALLE BENITO JUÁREZ, SIN NÚMERO, EJIDO PADRE KINO, CÓDIGO POSTAL 22925, SAN QUINTÍN, BAJA CALIFORNIA, ENTRE CALLES GENERAL LÁZARO CÁRDENAS Y LICENCIADO MILTON CASTELLANOS",1,482
483,6,3,17,191 C2,"ESCUELA PRIMARIA RURAL FEDERAL MARGARITA MAZA DE JUÁREZ, CALLE BENITO JUÁREZ, SIN NÚMERO, EJIDO PADRE KINO, CÓDIGO POSTAL 22925, SAN QUINTÍN, BAJA CALIFORNIA, ENTRE CALLES GENERAL LÁZARO CÁRDENAS Y LICENCIADO MILTON CASTELLANOS",1,483
484,7,3,17,193 B,"SALÓN SOCIAL DEL EJIDO DELICIAS, CALLE SIN NOMBRE, SIN NÚMERO, POBLADO DEL EJIDO DELICIAS, CÓDIGO POSTAL 21854, SAN FELIPE, BAJA CALIFORNIA, CERCA DE LA DELEGACION MUNICIPAL",1,484
485,6,3,17,194 B,"ESCUELA PRIMARIA IGNACIO ZARAGOZA, CALLE 20 DE NOVIEMBRE, SIN NÚMERO, EJIDO EL PAPALOTE, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDAS TERCERA Y CUARTA",1,485
486,6,3,17,194 C1,"ESCUELA PRIMARIA IGNACIO ZARAGOZA, CALLE 20 DE NOVIEMBRE, SIN NÚMERO, EJIDO EL PAPALOTE, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDAS TERCERA Y CUARTA",1,486
487,6,3,17,194 C2,"ESCUELA PRIMARIA IGNACIO ZARAGOZA, CALLE 20 DE NOVIEMBRE, SIN NÚMERO, EJIDO EL PAPALOTE, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDAS TERCERA Y CUARTA",1,487
488,6,3,17,194 C3,"ESCUELA PRIMARIA IGNACIO ZARAGOZA, CALLE 20 DE NOVIEMBRE, SIN NÚMERO, EJIDO EL PAPALOTE, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDAS TERCERA Y CUARTA",1,488
489,6,3,17,194 C4,"ESCUELA PRIMARIA IGNACIO ZARAGOZA, CALLE 20 DE NOVIEMBRE, SIN NÚMERO, EJIDO EL PAPALOTE, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDAS TERCERA Y CUARTA",1,489
490,6,3,17,194 E1,,,490
491,6,3,17,194 E1C1,,,491
492,6,3,17,194 E1C2,,,492
493,6,3,17,194 E2,,,493
494,6,3,17,194 E3,,,494
495,6,3,17,195 B,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,495
496,6,3,17,195 C1,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,496
497,6,3,17,195 C2,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,497
498,6,3,17,195 C3,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,498
499,6,3,17,195 C4,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,499
500,6,3,17,195 C5,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,500
501,6,3,17,195 C6,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,501
502,6,3,17,195 C7,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,502
503,6,3,17,195 C8,"ESCUELA NORMAL PROFESOR GREGORIO TORRES QUINTERO, CALLE SALVATIERRA, SIN NÚMERO, EJIDO RAÚL SÁNCHEZ DÍAZ, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA. , ENTRE CALLES TERCERA Y VENECIA",1,503
504,6,3,17,196 B,"ESCUELA PRIMARIA FRANCISCO VILLA , CALLE QUINTA, SIN NÚMERO, EJIDO FRANCISCO VILLA 1, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA., CERCA DE LA IGLESIA",1,504
505,6,3,17,196 C1,"ESCUELA PRIMARIA FRANCISCO VILLA , CALLE QUINTA, SIN NÚMERO, EJIDO FRANCISCO VILLA 1, CÓDIGO POSTAL 22930, SAN QUINTÍN, BAJA CALIFORNIA., CERCA DE LA IGLESIA",1,505
506,6,3,17,197 B,"ESCUELA TELESECUNDARIA NO.52, CALLE JUXTLAHUACA, SIN NÚMERO, FRACCIONAMIENTO SANTA MARÍA DE LOS PINOS, CÓDIGO POSTAL 22950, SAN QUINTÍN, BAJA CALIFORNIA., A UN COSTADO DEL JARDIN DE NIÑOS",1,506
507,6,3,17,197 C1,"ESCUELA TELESECUNDARIA NO.52, CALLE JUXTLAHUACA, SIN NÚMERO, FRACCIONAMIENTO SANTA MARÍA DE LOS PINOS, CÓDIGO POSTAL 22950, SAN QUINTÍN, BAJA CALIFORNIA., A UN COSTADO DEL JARDIN DE NIÑOS",1,507
508,6,3,17,197 C2,"ESCUELA TELESECUNDARIA NO.52, CALLE JUXTLAHUACA, SIN NÚMERO, FRACCIONAMIENTO SANTA MARÍA DE LOS PINOS, CÓDIGO POSTAL 22950, SAN QUINTÍN, BAJA CALIFORNIA., A UN COSTADO DEL JARDIN DE NIÑOS",1,508
509,6,3,17,197 C3,"ESCUELA TELESECUNDARIA NO.52, CALLE JUXTLAHUACA, SIN NÚMERO, FRACCIONAMIENTO SANTA MARÍA DE LOS PINOS, CÓDIGO POSTAL 22950, SAN QUINTÍN, BAJA CALIFORNIA., A UN COSTADO DEL JARDIN DE NIÑOS",1,509
510,6,3,17,197 E1,,,510
511,6,3,17,197 E1C1,,,511
512,6,3,17,197 E2,,,512
513,6,3,17,198 B,"ESCUELA PRIMARIA PADRE SALVATIERRA, AVENIDA PRINCIPAL, SIN NÚMERO, POBLADO EL ROSARIO DE ABAJO, CÓDIGO POSTAL 22960, SAN QUINTÍN, BAJA CALIFORNIA., A 100 METROS DE LA IGLESIA",1,513
514,6,3,17,199 B,"ESCUELA SECUNDARIA ESTATAL NÚMERO 41 HERACLIO M. ESPINOZA GROSSO, CARRETERA TRANSPENINSULAR, KILOMETRO 52, POBLADO EL ROSARIO DE ARRIBA, CÓDIGO POSTAL 22960, SAN QUINTÍN, BAJA CALIFORNIA., FRENTE A LA DELEGACIÓN",1,514
515,6,3,17,199 C1,"ESCUELA SECUNDARIA ESTATAL NÚMERO 41 HERACLIO M. ESPINOZA GROSSO, CARRETERA TRANSPENINSULAR, KILOMETRO 52, POBLADO EL ROSARIO DE ARRIBA, CÓDIGO POSTAL 22960, SAN QUINTÍN, BAJA CALIFORNIA., FRENTE A LA DELEGACIÓN",1,515
516,6,3,17,199 C2,"ESCUELA SECUNDARIA ESTATAL NÚMERO 41 HERACLIO M. ESPINOZA GROSSO, CARRETERA TRANSPENINSULAR, KILOMETRO 52, POBLADO EL ROSARIO DE ARRIBA, CÓDIGO POSTAL 22960, SAN QUINTÍN, BAJA CALIFORNIA., FRENTE A LA DELEGACIÓN",1,516
517,6,3,17,199 C3,"ESCUELA SECUNDARIA ESTATAL NÚMERO 41 HERACLIO M. ESPINOZA GROSSO, CARRETERA TRANSPENINSULAR, KILOMETRO 52, POBLADO EL ROSARIO DE ARRIBA, CÓDIGO POSTAL 22960, SAN QUINTÍN, BAJA CALIFORNIA., FRENTE A LA DELEGACIÓN",1,517
518,6,3,17,200 B,"HOTEL MISIÓN CATAVIÑA, CARRETERA TRANSPENINSULAR, KILÓMETRO 179, POBLADO CATAVIÑA, CÓDIGO POSTAL 22964, SAN QUINTÍN, BAJA CALIFORNIA., FRENTE ABARROTES TONCHE",1,518
519,6,3,17,201 B,"ESCUELA PRIMARIA RURAL ESTATAL XICOTÉNCATL LEYVA, CALLE SIN NOMBRE, SIN NÚMERO, EJIDO NUEVO ROSARITO, CÓDIGO POSTAL 22970, SAN QUINTÍN, BAJA CALIFORNIA., CERCA DEL SALÓN SOCIAL",1,519
520,6,3,17,201 E1,,,520
521,6,3,17,202 B,"ESCUELA PRIMARIA BENITO JUÁREZ, CALLE SIN NOMBRE, SIN NÚMERO, POBLADO BAHÍA DE LOS ÁNGELES, CÓDIGO POSTAL 22980, SAN QUINTÍN, BAJA CALIFORNIA., A UN COSTADO DEL PARQUE PÚBLICO",1,521
522,6,3,17,203 B,"ESCUELA PRIMARIA IGNACIO ZARAGOZA, CALLE EMILIANO ZAPATA, SIN NÚMERO, EJIDO VILLA JESÚS MARÍA, CÓDIGO POSTAL 22991, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDA ADOLFO RUIZ CORTINEZ Y MIGUEL ALEMAN, FRENTE A DELEGACIÓN",1,522
523,6,3,17,204 B,"ESCUELA PRIMARIA CINCO DE FEBRERO, CALLE SIN NOMBRE, SIN NÚMERO, EL BARRIL, CÓDIGO POSTAL 22991, SAN QUINTÍN, BAJA CALIFORNIA., A UN LADO DEL JARDIN DE NIÑOS",1,523
524,1,7,15,206 B,"ESCUELA PRIMARIA TERRITORIO SUR, CALLE CHIMALPOPOCA, SIN NÚMERO, COLONIA TERRITORIO SUR, CÓDIGO POSTAL 22860, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES RODOLFO SÁNCHEZ TABOADA Y JORGE OLGUÍN HERMIDA",1,524
525,1,7,15,206 C1,"ESCUELA PRIMARIA TERRITORIO SUR, CALLE CHIMALPOPOCA, SIN NÚMERO, COLONIA TERRITORIO SUR, CÓDIGO POSTAL 22860, ENSENADA, BAJA CALIFORNIA, ENTRE CALLES RODOLFO SÁNCHEZ TABOADA Y JORGE OLGUÍN HERMIDA",1,525
526,1,7,15,207 B,"ESCUELA PRIMARIA FEDERAL FRANCISCO I. MADERO, CALLE PUEBLA, SIN NÚMERO, COLONIA POPULAR VILLA VERDE 1, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS GUANAJUATO Y MIGUEL HIDALGO Y COSTILLA",1,526
527,1,7,15,207 C1,"ESCUELA PRIMARIA FEDERAL FRANCISCO I. MADERO, CALLE PUEBLA, SIN NÚMERO, COLONIA POPULAR VILLA VERDE 1, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA, ENTRE AVENIDAS GUANAJUATO Y MIGUEL HIDALGO Y COSTILLA",1,527
528,1,3,16,208 B,"JARDÍN DE NIÑOS ADOLFO RAMÍREZ MÉNDEZ, BOULEVARD HÉCTOR TERÁN TERÁN Y O PASEO DE LA HIGUERAS, SIN NÚMERO, FRACCIONAMIENTO VALLE VERDE, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA. , Y CALLE DE LAS ACACIAS",1,528
529,1,3,16,208 C1,"JARDÍN DE NIÑOS ADOLFO RAMÍREZ MÉNDEZ, BOULEVARD HÉCTOR TERÁN TERÁN Y O PASEO DE LA HIGUERAS, SIN NÚMERO, FRACCIONAMIENTO VALLE VERDE, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA. , Y CALLE DE LAS ACACIAS",1,529
530,1,3,16,208 C2,"JARDÍN DE NIÑOS ADOLFO RAMÍREZ MÉNDEZ, BOULEVARD HÉCTOR TERÁN TERÁN Y O PASEO DE LA HIGUERAS, SIN NÚMERO, FRACCIONAMIENTO VALLE VERDE, CÓDIGO POSTAL 22810, ENSENADA, BAJA CALIFORNIA. , Y CALLE DE LAS ACACIAS",1,530
531,6,3,17,210 B,"ESCUELA PRIMARIA RURAL FEDERAL EMILIANO ZAPATA, CALLE FRANCISCO MUJÍCA, SIN NÚMERO, EJIDO RUBÉN JARAMILLO, CÓDIGO POSTAL 22915, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDAS ROSARIO TORRES Y LIBRADA LIZÁRRAGA",1,531
532,6,3,17,210 C1,"ESCUELA PRIMARIA RURAL FEDERAL EMILIANO ZAPATA, CALLE FRANCISCO MUJÍCA, SIN NÚMERO, EJIDO RUBÉN JARAMILLO, CÓDIGO POSTAL 22915, SAN QUINTÍN, BAJA CALIFORNIA., ENTRE AVENIDAS ROSARIO TORRES Y LIBRADA LIZÁRRAGA",1,532
533,6,3,17,210 E1,,,533
534,2,2,4,211 B,"DOMICILIO PARTICULAR, AV. DURANGO, NÚMERO 2593, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE BAHÍA SAN LUIS GONZAGA Y BAHÍA SANTA ROSALÍA",1,534
535,2,2,4,212 B,"DOMICILIO PARTICULAR, AVENIDA COLIMA 2379 COLONIA REVOLUCIÓN, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES BAHÍA MAGDALENA Y BAHÍA DE LOS ÁNGELES",1,535
536,2,2,4,213 B,"DOMICILIO PARTICULAR, AVENIDA COLIMA, NÚMERO 2299, COLONIA REVOLUCIÓN, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA CON BAHÍA DE MAGDALENA",1,536
537,2,2,4,213 C1,"DOMICILIO PARTICULAR, AVENIDA COLIMA, NÚMERO 2299, COLONIA REVOLUCIÓN, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA CON BAHÍA DE MAGDALENA",1,537
538,2,2,4,214 B,"ESCUELA SECUNDARIA NÚMERO 6 MOISÉS SÁENZ, CALLE TEPIC, SIN NÚMERO, COLONIA SANTA CLARA, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS BAJA CALIFORNIA Y COLIMA",1,538
539,2,2,4,215 B,"DOMICILIO PARTICULAR, AVENIDA URUAPAN,1601, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA BAJA CALIFORNIA Y AGUASCALIENTES",1,539
540,2,2,4,216 B,"DOMICILIO PARTICULAR, AVENIDA AGUASCALIENTES, NÚMERO 1416, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES CHILPANCINGO Y SALINA CRUZ",1,540
541,2,2,3,217 B,"CASA DE LA CULTURA, AVENIDA FRANCISCO I. MADERO, NÚMERO 403, PRIMERA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES MORELOS Y DEL AYUNTAMIENTO",1,541
542,2,2,3,218 B,"RESTAURANTE NUEVO MANDARÍN, AVENIDA DE LA REFORMA, NÚMERO 628, PRIMERA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES MÉXICO Y NICOLÁS BRAVO",1,542
543,2,2,3,219 B,"ESCUELA PRIMARIA LEONA VICARIO, AVENIDA DE LA REFORMA, NÚMERO 850, PRIMERA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PEDRO F. PÉREZ Y RAMÍREZ Y CALLE A",1,543
544,2,2,3,220 B,"DOMICILIO PARTICULAR, AVENIDA FRANCISCO I. MADERO, NÚMERO 1144, COLONIA SEGUNDA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE C Y CALLE D",1,544
545,2,2,3,221 B,"INSTITUTO DE CULTURA, AVENIDA ÁLVARO OBREGÓN, SIN NÚMERO, SEGUNDA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES D Y E",1,545
546,2,2,3,222 B,"FACULTAD DE ENFERMERÍA UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA, CALLE G, SIN NÚMERO, SEGUNDA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA ÁLVARO OBREGÓN",1,546
547,2,2,3,223 B,"ESCUELA PRIMARIA CUAUHTÉMOC, AVENIDA JOSÉ MARÍA PINO SUÁREZ, SIN NÚMERO, COLONIA NUEVA, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALZADA JUSTO SIERRA",1,547
548,2,2,3,224 B,"COLEGIO DE BACHILLERES PLANTEL MEXICALI NÚMERO 1, AVENIDA GENERAL IGNACIO ZARAGOZA, SIN NÚMERO, COLONIA NUEVA, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, CASI ESQUINA CON CALZADA JUSTO SIERRA",1,548
549,2,2,3,225 B,"COLEGIO FRONTERA A.C, CALLE K, SIN NÚMERO, COLONIA NUEVA, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA GRAL. IGNACIO ZARAGOZA Y AVENIDA GRAL. VICENTE GUERRERO",1,549
550,2,2,3,225 C1,"COLEGIO FRONTERA A.C, CALLE K, SIN NÚMERO, COLONIA NUEVA, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA GRAL. IGNACIO ZARAGOZA Y AVENIDA GRAL. VICENTE GUERRERO",1,550
551,2,2,3,226 B,"GUARDERÍA LA CASITA DE MAFALDA, AVENIDA MARIANO ARISTA, NÚMERO 1379, SEGUNDA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES E Y F",1,551
552,2,2,3,227 B,"JARDÍN DE NIÑOS GABRIEL LEYVA, AVENIDA HIDALGO, SIN NÚMERO, COLONIA PRIMERA SECCIÓN, CÓDIGO POSTAL 21100, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE MORELOS",1,552
553,2,2,4,228 B,"DOMICILIO PARTICULAR , AVENIDA COLIMA, NÚMERO 1183, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE TUXTLA GUTIERREZ Y CALLE UXMAL",1,553
554,2,2,4,229 B,"ESCUELA PRIMARIA NETZAHUALCÓYOTL, AVENIDA DURANGO, SIN NÚMERO, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES ACAPULCO Y SALINA CRUZ",1,554
555,2,2,4,230 B,"ESCUELA PRIMARIA TENIENTE ANDRÉS ARREOLA , AVENIDA MICHOACÁN, SIN NÚMERO, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE CHILPANCINGO Y CALLE MORELIA",1,555
556,2,2,4,231 B,"DEPORTISTAS UNIDOS DE MEXICALI (LIGA DE SOFTBALL DUM), AVENIDA JALISCO, NÚMERO 2098, COLONIA SANTA CLARA, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES TEPIC Y MANZANILLO",1,556
557,2,2,4,231 C1,"DEPORTISTAS UNIDOS DE MEXICALI (LIGA DE SOFTBALL DUM), AVENIDA JALISCO, NÚMERO 2098, COLONIA SANTA CLARA, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES TEPIC Y MANZANILLO",1,557
558,2,2,4,232 B,"ESTANCIA INFANTIL ''LOS AÑOS MARAVILLOSOS'', AVENIDA GUANAJUATO, NÚMERO 2283, COLONIA SANTA CLARA, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE CULIACAN Y CALLE MAZATLÁN",1,558
559,2,2,4,232 C1,"ESTANCIA INFANTIL ''LOS AÑOS MARAVILLOSOS'', AVENIDA GUANAJUATO, NÚMERO 2283, COLONIA SANTA CLARA, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE CULIACAN Y CALLE MAZATLÁN",1,559
560,2,2,4,233 B,"ESCUELA PRIMARIA PLAN DE GUADALUPE, AVENIDA JALISCO, SIN NÚMERO, COLONIA REVOLUCIÓN, CÓDIGO POSTAL 21110, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES BAHÍA MAGDALENA Y BAHÍA CALAMAJUÉ",1,560
561,2,2,4,234 B,"DOMICILIO PARTICULAR, CALLE BAHÍA TORTUGA, NÚMERO 430, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS OAXACA Y MICHOACÁN",1,561
562,2,2,4,235 B,"DOMICILIO PARTICULAR, AVENIDA NAYARIT, NÚMERO 2333, COLONIA BAJA CALIFORNIA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE BAHÍA DE MAGDALENA Y CALLE BAHÍA CALAMAJUÉ",1,562
563,2,2,4,236 B,"TALLER REYES, CALLE TEPIC, NÚMERO 2100, FRACCIONAMIENTO ORIZABA, CÓDIGO POSTAL 21130, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA OAXACA",1,563
564,2,2,4,237 B,"DOMICILIO PARTICULAR, AVENIDA PUEBLA, NÚMERO 1676, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MORELIA Y CALLE URUAPAN",1,564
565,2,2,4,237 C1,"DOMICILIO PARTICULAR, AVENIDA PUEBLA, NÚMERO 1676, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MORELIA Y CALLE URUAPAN",1,565
566,2,2,4,238 B,"DOMICILIO PARTICULAR, AV. MICHOACAN 1298 COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE SALINA CRUZ Y TUXTLA GUTIÉRREZ",1,566
567,2,2,3,239 B,"DOMICILIO PARTICULAR , AVENIDA OAXACA, NÚMERO 936, COLONIA PUEBLO NUEVO, CÓDIGO POSTAL 21120, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PROGRESO Y CALLE MERIDA",1,567
568,2,2,3,240 B,"ESCUELA SECUNDARIA TÉCNICA ESTATAL NÚMERO 1 LIBERTADORES DE AMÉRICA, AVENIDA PLOMEROS, SIN NÚMERO, COLONIA INDUSTRIAL, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE E",1,568
569,2,2,3,240 C1,"ESCUELA SECUNDARIA TÉCNICA ESTATAL NÚMERO 1 LIBERTADORES DE AMÉRICA, AVENIDA PLOMEROS, SIN NÚMERO, COLONIA INDUSTRIAL, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE E",1,569
570,2,2,3,241 B,"COLEGIO DE CONTADORES PÚBLICOS DE MEXICALI A.C. , CALLE K, NÚMERO 466, COLONIA BURÓCRATA, CÓDIGO POSTAL 21020, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA PLATEROS Y AVENIDA VALENTÍN GÓMEZ FARIAS",1,570
571,2,2,3,241 C1,"COLEGIO DE CONTADORES PÚBLICOS DE MEXICALI A.C. , CALLE K, NÚMERO 466, COLONIA BURÓCRATA, CÓDIGO POSTAL 21020, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA PLATEROS Y AVENIDA VALENTÍN GÓMEZ FARIAS",1,571
572,2,2,3,242 B,"DOMICILIO PARTICULAR, AVENIDA HERREROS, NÚMERO 1980, COLONIA BURÓCRATA, CÓDIGO POSTAL 21020, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES K Y L",1,572
573,2,2,3,243 B,"CONSULTORIOS MÉDICOS , AVENIDA CARPINTEROS, NÚMERO 2000, COLONIA BURÓCRATAS, CÓDIGO POSTAL 21020, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE L",1,573
574,2,2,3,244 B,"DOMICILIO PARTICULAR, AVENIDA CARROCEROS, NÚMERO 1737, COLONIA BURÓCRATAS, CÓDIGO POSTAL 21020, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES I Y J",1,574
575,2,2,3,245 B,"ESCUELA PRIMARIA GENERAL MIGUEL ALEMÁN, AVENIDA TAPICEROS, SIN NÚMERO, COLONIA INDUSTRIAL, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE F",1,575
576,2,2,3,245 C1,"ESCUELA PRIMARIA GENERAL MIGUEL ALEMÁN, AVENIDA TAPICEROS, SIN NÚMERO, COLONIA INDUSTRIAL, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE F",1,576
577,2,2,3,246 B,"TEATRO DEL ESTADO, CALZADA ADOLFO LÓPEZ MATEOS, SIN NÚMERO, CONJUNTO HABITACIONAL CALISS, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE MILTON CASTELLANOS",1,577
578,2,2,3,246 C1,"TEATRO DEL ESTADO, CALZADA ADOLFO LÓPEZ MATEOS, SIN NÚMERO, CONJUNTO HABITACIONAL CALISS, CÓDIGO POSTAL 21010, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE MILTON CASTELLANOS",1,578
579,2,2,3,246 S1,"CALZADA ADOLFO LÓPEZ MATEOS,S/N, CONJUNTO HABITACIONAL CALISS, C.P. 21010, MEXICALI, B.C.",,579
580,2,2,3,247 B,"ESCUELA SECUNDARIA NÚMERO 2 RAFAEL RAMÍREZ, AVENIDA DE LA PAZ, SIN NÚMERO, FRACCIONAMIENTO EGUÍA, CÓDIGO POSTAL 21150, MEXICALI, BAJA CALIFORNIA, INTERSECCIÓN CON CALLE DEL SALTO",1,580
