casilla_id,municipio,df,dl,casilla,ubicación,capturista_id,id
3833,2,2,5,1658 C1,"DOMICILIO PARTICULAR , CALLE TERCERA, NÚMERO 68 , EX EJIDO XOCHIMILCO, CÓDIGO POSTAL 21600, MEXICALI BAJA CALIFORNIA, ENTRE LAGO PATZCUARO Y LAGO XOCHIMILCO",1,3833
3834,2,2,5,1658 C2,"DOMICILIO PARTICULAR , CALLE TERCERA, NÚMERO 68 , EX EJIDO XOCHIMILCO, CÓDIGO POSTAL 21600, MEXICALI BAJA CALIFORNIA, ENTRE LAGO PATZCUARO Y LAGO XOCHIMILCO",1,3834
3835,2,2,3,1659 B,"PARQUE PÚBLICO, AVENIDA ARENAS DEL REY, SIN NÚMERO, FRACCIONAMIENTO QUINTA DEL REY TERCERA SECCIÓN,CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES TAVERNES Y NIGRAN",1,3835
3836,2,2,3,1659 C1,"PARQUE PÚBLICO, AVENIDA ARENAS DEL REY, SIN NÚMERO, FRACCIONAMIENTO QUINTA DEL REY TERCERA SECCIÓN,CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES TAVERNES Y NIGRAN",1,3836
3837,2,2,5,1660 B,"PARQUE PÚBLICO, AVENIDA CASTIBLANCO, SIN NÚMERO, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO SEGUNDA SECCIÓN, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES IBARRA Y TAFALLA",1,3837
3838,2,2,5,1660 C1,"PARQUE PÚBLICO, AVENIDA CASTIBLANCO, SIN NÚMERO, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO SEGUNDA SECCIÓN, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES IBARRA Y TAFALLA",1,3838
3839,2,2,3,1661 B,"PARQUE PÚBLICO, AVENIDA ARENAS DEL REY, SIN NÚMERO, FRACCIONAMIENTO QUINTA DEL REY SEGUNDA ETAPA, CÓDIGO POSTAL 21600, MEXICALI BAJA CALIFORNIA, ENTRE CALLES PUENTE LA REYNA Y HERENCIA",1,3839
3840,2,2,3,1661 C1,"PARQUE PÚBLICO, AVENIDA ARENAS DEL REY, SIN NÚMERO, FRACCIONAMIENTO QUINTA DEL REY SEGUNDA ETAPA, CÓDIGO POSTAL 21600, MEXICALI BAJA CALIFORNIA, ENTRE CALLES PUENTE LA REYNA Y HERENCIA",1,3840
3841,2,7,5,1662 B,"DOMICILIO PARTICULAR, AVENIDA ISABA, NÚMERO 521, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE PUENTE LA REINA Y CALZADA ANÁHUAC",1,3841
3842,2,7,5,1662 C1,"DOMICILIO PARTICULAR, AVENIDA ISABA, NÚMERO 544, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES ISABA Y PUENTE LA REYNA",1,3842
3843,2,7,5,1663 B,"DOMICILIO PARTICULAR, AVENIDA ITALICA, NÚMERO 422, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CASTIBLANCO Y MONSERRAT",1,3843
3844,2,7,5,1663 C1,"DOMICILIO PARTICULAR, CALLE LANZAROTE, NÚMERO 497, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA ANAHUAC Y CALLE TRUJILLO",1,3844
3845,2,7,5,1664 B,"PARQUE PÚBLICO, AVENIDA CASTIBLANCO, SIN NÚMERO, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA , ENTRE CALLES ESTELLA Y SOTALVO",1,3845
3846,2,7,5,1664 C1,"PARQUE PÚBLICO, AVENIDA CASTIBLANCO, SIN NÚMERO, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA , ENTRE CALLES ESTELLA Y SOTALVO",1,3846
3847,2,7,5,1665 B,"PARQUE PÚBLICO, AVENIDA CASTIBLANCO, SIN NÚMERO, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL, 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA DE LOS MONARCAS Y CALLE OSUNA",1,3847
3848,2,7,5,1665 C1,"PARQUE PÚBLICO, AVENIDA CASTIBLANCO, SIN NÚMERO, FRACCIONAMIENTO VILLA RESIDENCIAL DEL PRADO, CÓDIGO POSTAL, 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALZADA DE LOS MONARCAS Y CALLE OSUNA",1,3848
3849,2,7,5,1666 B,"DOMICILIO PARTICULAR, AVENIDA ARMELLADA, NÚMERO 100, FRACCIONAMIENTO VILLA LOMAS ALTAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES MIRABUENO Y MONFORTE",1,3849
3850,2,7,5,1666 C1,"DOMICILIO PARTICULAR, AVENIDA ARMELLADA, NÚMERO 100, FRACCIONAMIENTO VILLA LOMAS ALTAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ENTRE CALLES MIRABUENO Y MONFORTE",1,3850
3851,2,7,5,1667 B,"DOMICILIO PARTICULAR, AVENIDA ARMELLADA, NÚMERO 81, FRACCIONAMIENTO VILLA LOMAS ALTAS, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MIRABUENO Y AVENIDA ANGLES",1,3851
3852,2,7,5,1667 C1,"DOMICILIO PARTICULAR, AVENIDA ARMELLADA NÚMERO 11, FRAACIONAMIENTO VILLAS LOMAS ALTAS,CÓDIGO POSTAL 213600, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MIRABUENO Y CALLE INFIESTO",1,3852
3853,2,7,5,1668 B,"PARQUE PÚBLICO, CALLE SORT, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA PRADO DEL REY Y AVENIDA BELMEZ",1,3853
3854,2,7,5,1668 C1,"PARQUE PÚBLICO, CALLE SORT, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDA PRADO DEL REY Y AVENIDA BELMEZ",1,3854
3855,2,7,5,1669 B,"ESCUELA PRIMARIA EDUARDO MÁRQUEZ GONZÁLEZ, AVENIDA GALISTEO, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE IBARRA",1,3855
3856,2,7,5,1669 C1,"ESCUELA PRIMARIA EDUARDO MÁRQUEZ GONZÁLEZ, AVENIDA GALISTEO, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE IBARRA",1,3856
3857,2,7,5,1670 B,"PARQUE PÚBLICO, CALZADA ANÁHUAC, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA MONTSERRAT",1,3857
3858,2,7,5,1670 C1,"PARQUE PÚBLICO, CALZADA ANÁHUAC, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA MONTSERRAT",1,3858
3859,2,7,5,1671 B,"PARQUE PÚBLICO, CALZADA DE LOS MONARCAS, SIN NÚMERO, FRACCIONAMIENTO VILLA LOMAS ALTAS TERCERA SECCIÓN, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA PRADO DEL REY",1,3859
3860,2,7,5,1671 C1,"PARQUE PÚBLICO, CALZADA DE LOS MONARCAS, SIN NÚMERO, FRACCIONAMIENTO VILLA LOMAS ALTAS TERCERA SECCIÓN, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA PRADO DEL REY",1,3860
3861,2,7,5,1672 B,"COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE BAJA CALIFORNIA, PLANTEL CENTENARIO, AVENIDA PRADO DEL REY, SIN NÚMERO, FRACCIONAMIENTO VILLA LOMAS ALTAS, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE MIRABUENO",1,3861
3862,2,7,5,1672 C1,"COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE BAJA CALIFORNIA, PLANTEL CENTENARIO, AVENIDA PRADO DEL REY, SIN NÚMERO, FRACCIONAMIENTO VILLA LOMAS ALTAS, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE MIRABUENO",1,3862
3863,2,7,5,1673 B,"PARQUE PÚBLICO, AVENIDA PRADO DLE REY, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MILLARES Y AVENIDA FITERO",1,3863
3864,2,7,5,1673 C1,"PARQUE PÚBLICO, AVENIDA PRADO DLE REY, SIN NÚMERO, FRACCIONAMIENTO VILLA LAS LOMAS, CÓDIGO POSTAL 21355, MEXICALI, BAJA CALIFORNIA, ENTRE CALLE MILLARES Y AVENIDA FITERO",1,3864
3865,2,7,5,1674 B,"PARQUE PÚBLICO, AVENIDA CAPILERA, SIN NÚMERO, FRACCIONAMIENTO QUINTA GRANADA, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RIANJO",1,3865
3866,2,7,5,1674 C1,"PARQUE PÚBLICO, AVENIDA CAPILERA, SIN NÚMERO, FRACCIONAMIENTO QUINTA GRANADA, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RIANJO",1,3866
3867,2,7,5,1674 C2,"PARQUE PÚBLICO, AVENIDA CAPILERA, SIN NÚMERO, FRACCIONAMIENTO QUINTA GRANADA, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON CALLE RIANJO",1,3867
3868,2,7,5,1675 B,"PARQUE PÚBLICO, CALZADA DE LOS MONARCAS, SIN NÚMERO, FRACCIONAMIENTO LOMAS ALTAS SEGUNDA SECCIÓN, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS FERROL Y GONDAMAR",1,3868
3869,2,7,5,1675 C1,"PARQUE PÚBLICO, CALZADA DE LOS MONARCAS, SIN NÚMERO, FRACCIONAMIENTO LOMAS ALTAS SEGUNDA SECCIÓN, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS FERROL Y GONDAMAR",1,3869
3870,2,7,5,1676 B,"PARQUE PÚBLICO, AVENIDA MIRABUENO, SIN NÚMERO, FRACCIONAMIENTO VILLA LOMAS ALTAS, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA CISNEROS",1,3870
3871,2,7,5,1676 C1,"PARQUE PÚBLICO, AVENIDA MIRABUENO, SIN NÚMERO, FRACCIONAMIENTO VILLA LOMAS ALTAS, CÓDIGO POSTAL 21600, MEXICALI, BAJA CALIFORNIA, ESQUINA CON AVENIDA CISNEROS",1,3871
3872,2,7,5,1677 B,"PARQUE VILLA BUENOS AIRES, CALLE PATAGONIA, SIN NÚMERO, FRACCIONAMIENTO BUENOS AIRES, CÓDIGO POSTAL 21335, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CHUBUT Y CATAMARCA",1,3872
3873,2,7,5,1677 C1,"PARQUE VILLA BUENOS AIRES, CALLE PATAGONIA, SIN NÚMERO, FRACCIONAMIENTO BUENOS AIRES, CÓDIGO POSTAL 21335, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CHUBUT Y CATAMARCA",1,3873
3874,2,7,5,1677 C2,"PARQUE VILLA BUENOS AIRES, CALLE PATAGONIA, SIN NÚMERO, FRACCIONAMIENTO BUENOS AIRES, CÓDIGO POSTAL 21335, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CHUBUT Y CATAMARCA",1,3874
3875,2,7,5,1677 C3,"PARQUE VILLA BUENOS AIRES, CALLE PATAGONIA, SIN NÚMERO, FRACCIONAMIENTO BUENOS AIRES, CÓDIGO POSTAL 21335, MEXICALI, BAJA CALIFORNIA, ENTRE AVENIDAS CHUBUT Y CATAMARCA",1,3875
3876,4,8,13,1678 B,"ESCUELA PRIMARIA FEDERAL JESÚS CORTÉS LIMÓN., CALLE MANUEL J. CONTRERAS, SIN NÚMERO, FRACCIONAMIENTO JARDINES DE LA MESA, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE DEL SOL Y CALLE ORQUÍDEA",1,3876
3877,4,8,13,1678 C1,"ESCUELA PRIMARIA FEDERAL JESÚS CORTÉS LIMÓN., CALLE MANUEL J. CONTRERAS, SIN NÚMERO, FRACCIONAMIENTO JARDINES DE LA MESA, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE DEL SOL Y CALLE ORQUÍDEA",1,3877
3878,4,8,13,1679 B,"COLEGIO DE BACHILLERES DEL ESTADO DE BAJA CALIFORNIA PLANTEL LA MESA., BOULEVARD 3 DE OCTUBRE, SIN NÚMERO, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22680, TIJUANA, BAJA CALIFORNIA., ESQUINA CON CALLE EL HERALDO.",1,3878
3879,4,8,13,1680 B,"ABARROTES FERNANDO., CALLE EL MEXICANO, NÚMERO 10050, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES FELIZARDO BOJORQUEZ Y EL NACIONAL.",1,3879
3880,4,8,13,1680 C1,"ABARROTES FERNANDO., CALLE EL MEXICANO, NÚMERO 10050, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES FELIZARDO BOJORQUEZ Y EL NACIONAL.",1,3880
3881,4,8,13,1681 B,"DOMICILIO PARTICULAR, CALLE 5 DE MAYO, NUMERO 201, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE LA JOYITA Y CALLE ACAPULCO",1,3881
3882,4,8,13,1681 C1,"DOMICILIO PARTICULAR, CALLE 5 DE MAYO, NUMERO 201, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE LA JOYITA Y CALLE ACAPULCO",1,3882
3883,4,8,13,1682 B,"DOMICILIO PARTICULAR., CALLE LA JOYITA, SIN NÚMERO, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22127, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE LA JOYITA Y CALLE FELIZARDO BOJORQUEZ.",1,3883
3884,4,8,13,1682 C1,"DOMICILIO PARTICULAR., CALLE LA JOYITA, SIN NÚMERO, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22127, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE LA JOYITA Y CALLE FELIZARDO BOJORQUEZ.",1,3884
3885,4,8,13,1683 B,"DOMICILIO PARTICULAR., AVENIDA 5 DE MAYO, NÚMERO 9, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES BUGAMBILIAS Y 18 DE MARZO.",1,3885
3886,4,8,13,1683 C1,"DOMICILIO PARTICULAR., AVENIDA 5 DE MAYO, NÚMERO 9, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES BUGAMBILIAS Y 18 DE MARZO.",1,3886
3887,4,8,13,1684 B,"ESCUELA PRIMARIA ANÁHUAC. , CALLE PROLONGACIÓN MÉXICO LINDO, SIN NÚMERO, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLES NOCHE BUENA Y PUNTA ARENAS.",1,3887
3888,4,8,13,1685 B,"ABARROTES MARTÍNEZ., CALLE PUNTA ARENAS, NÚMERO 18356, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLEJÓN TIJUANA Y CALLE DE LAS ROSAS.",1,3888
3889,4,8,13,1685 C1,"ABARROTES MARTÍNEZ., CALLE PUNTA ARENAS, NÚMERO 18356, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLEJÓN TIJUANA Y CALLE DE LAS ROSAS.",1,3889
3890,4,8,13,1686 B,"JARDÍN DE NIÑOS LUIS PASTEUR TURNO MATUTINO., CALLE BUGAMBILIA, SIN NÚMERO, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE BOULEVARD 3 DE OCTUBRE Y CALLE TULE.",1,3890
3891,4,8,13,1687 B,"DOMICILIO PARTICULAR., CALLE PUNTA ARENAS, NÚMERO 18479, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA., ENTRE CALLES LIRIOS Y TIJUANA.",1,3891
3892,4,8,13,1688 B,"DOMICILIO PARTICULAR., BOULEVARD 3 DE OCTUBRE, NÚMERO 10162, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., BOULEVARD 3 DE OCTUBRE ESQUINA Y CALLE LILAS",1,3892
3893,4,8,13,1688 C1,"DOMICILIO PARTICULAR., BOULEVARD 3 DE OCTUBRE, NÚMERO 10162, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., BOULEVARD 3 DE OCTUBRE ESQUINA Y CALLE LILAS",1,3893
3894,4,8,13,1689 B,"DOMICILIO PARTICULAR, CALLE SONORA, NÚMERO 219, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE SINALOA Y CALLE NAYARIT",1,3894
3895,4,8,13,1689 C1,"DOMICILIO PARTICULAR, CALLE SONORA, NÚMERO 219, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE SINALOA Y CALLE NAYARIT",1,3895
3896,4,8,13,1690 B,"DOMICILIO PARTICULAR, BANQUETA LATERAL, BOULEVARD 3 DE OCTUBRE, NÚMERO 10122, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ESQUINA CALLE NARDOS",1,3896
3897,4,8,13,1691 B,"DOMICILIO PARTICULAR. , CALLE SERAFÍN MARTÍNEZ, LOTE 8, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES TIJUANA Y JULIO.",1,3897
3898,4,8,13,1692 B,"PESCADERÍA LA BUCANERA, BOULEVARD 3 DE OCTUBRE NÚMERO 16209, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , CASI ESQUINA CON CALLE CAMPANILLAS",1,3898
3899,4,8,13,1692 C1,"PESCADERÍA LA BUCANERA, BOULEVARD 3 DE OCTUBRE NÚMERO 16209, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , CASI ESQUINA CON CALLE CAMPANILLAS",1,3899
3900,4,8,13,1693 B,"DOMICILIO PARTICULAR, CALLE CRISANTEMO, NÚMERO 16621, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON BOULEVARD 3 DE OCTUBRE",1,3900
3901,4,8,13,1693 C1,"DOMICILIO PARTICULAR, CALLE CRISANTEMO, NÚMERO 16621, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ESQUINA CON BOULEVARD 3 DE OCTUBRE",1,3901
3902,4,8,13,1694 B,"DOMICILIO PARTICULAR., CALLE PUNTA ARENAS, NÚMERO 18215, COLONIA VILLA URRUTIA, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE PEÑA BLANCAS Y CALLE MARGARITAS",1,3902
3903,4,8,13,1694 C1,"DOMICILIO PARTICULAR., CALLE PUNTA ARENAS, NÚMERO 18215, COLONIA VILLA URRUTIA, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA., ENTRE CALLE PEÑA BLANCAS Y CALLE MARGARITAS",1,3903
3904,4,8,13,1695 B,"DOMICILIO PARTICULAR., CALLE LOMA BONITA, NÚMERO 307, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE ROSAS Y PROLONGACIÓN HIDALGO.",1,3904
3905,4,8,13,1695 C1,"DOMICILIO PARTICULAR , CALLE LOMA BONITA, NÚMERO 421, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE GUIRNALDAS Y PROLONGACIÓN HIDALGO",1,3905
3906,4,8,13,1696 B,"DOMICILIO PARTICULAR, BOULEVARD 3 DE OCTUBRE, NÚMERO 157, LOTE 6, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES MAGNOLIAS Y 12 DE AGOSTO.",1,3906
3907,4,8,13,1696 C1,"DOMICILIO PARTICULAR, BOULEVARD 3 DE OCTUBRE, NÚMERO 157, LOTE 6, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES MAGNOLIAS Y 12 DE AGOSTO.",1,3907
3908,4,8,13,1697 B,"MERCADO 3 DE OCTUBRE., BOULEVARD 3 DE OCTUBRE, NÚMERO 10615, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE 8 DE MAYO Y HERMOSA PROVINCIA.",1,3908
3909,4,8,13,1697 C1,"MERCADO 3 DE OCTUBRE., BOULEVARD 3 DE OCTUBRE, NÚMERO 10615, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22136, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE 8 DE MAYO Y HERMOSA PROVINCIA.",1,3909
3910,4,8,13,1698 B,"ABARROTES CRUZ., CALLE MIGUEL HIDALGO, NÚMERO 3, COLONIA EL RANCHITO, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES GUADALUPE VICTORIA Y COLOSIO.",1,3910
3911,4,8,13,1699 B,"CENTRO COMUNITARIO EL RANCHITO., CALLE MIGUEL HIDALGO, SIN NÚMERO, COLONIA EL RANCHITO, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLES COLOSIO Y PÍPILA.",1,3911
3912,4,8,13,1700 B,"ESCUELA PRIMARIA HÉCTOR TERÁN TERÁN. , CALLE MARGARITAS, SIN NÚMERO, COLONIA 3 DE OCTUBRE, CÓDIGO POSTAL 22126, TIJUANA, BAJA CALIFORNIA., ENTRE CALLES TALYOTITA Y CAÑÓN LAS PALMAS.",1,3912
3913,4,4,14,1701 B,"DOMICILIO PARTICULAR , CALLE GRANADA, NÚMERO 24903, FRACCIONAMIENTO EL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, CASI ESQUINA CON LA AVENIDA PRINCIPAL",1,3913
3914,4,4,14,1702 B,"ESTACIONAMIENTO EXTERIOR DE LA PRIVADA CAÑADA DE LOS OYAMELES, AVENIDA 3, NÚMERO 22740, FRACCIONAMIENTO CAÑADAS DEL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA PRIVADA CAÑADA DE LOS OYAMELES",1,3914
3915,4,4,14,1702 C1,"ESTACIONAMIENTO EXTERIOR DE LA PRIVADA CAÑADA DE LOS OYAMELES, AVENIDA 3, NÚMERO 22740, FRACCIONAMIENTO CAÑADAS DEL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA PRIVADA CAÑADA DE LOS OYAMELES",1,3915
3916,4,8,14,1703 B,"DOMICILIO PARTICULAR., CALLE VID, NÚMERO 9937, FRACCIONAMIENTO EL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA. , ENTRE CALLE DÁTIL Y PROLONGACIÓN FRESA.",1,3916
3917,4,4,14,1704 B,"ESTACIONAMIENTO EXTERIOR DE LA PRIVADA DE LAS CAOBAS, CALLE 20, NÚMERO 22615, FRACCIONAMIENTO CAÑADAS DEL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA PRIVADA DE LAS CAOBAS",1,3917
3918,4,4,14,1705 B,"ESTACIONAMIENTO EXTERIOR DE LA PRIVADA LEOPARDOS, CALLE 3, NÚMERO 23291, FRACCIONAMIENTO CAÑADAS DEL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, ESQUINA CON PRIVADA LEOPARDOS",1,3918
3919,4,9,14,1706 B,"ESCUELA PRIMARIA FEDERAL FORJADORES DE BAJA CALIFORNIA, CALLE ZARZAMORA, SIN NÚMERO, FRACCIONAMIENTO EL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA CALLE CIRUELO",1,3919
3920,4,4,14,1707 B,"ESTACIONAMIENTO EXTERIOR DE LA PRIVADA AGAVES, CALLE 24, NÚMERO 9749, FRACCIONAMIENTO CAÑADAS DEL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA PRIVADA AGAVES",1,3920
3921,4,4,14,1707 C1,"ESTACIONAMIENTO EXTERIOR DE LA PRIVADA AGAVES, CALLE 24, NÚMERO 9749, FRACCIONAMIENTO CAÑADAS DEL FLORIDO SEGUNDA SECCIÓN, CÓDIGO POSTAL 22245, TIJUANA, BAJA CALIFORNIA, ESQUINA CON LA PRIVADA AGAVES",1,3921
